area,price,,,,,
4.31,1593347.849,,,,,
3.19,605073.4908,,,,,
2.3,1064509.523,,,,,
3.19,872365.8799,,,,,
3.11,1117741.757,,,,,
3.03,1935172.995,,,,,
3.01,1668670.656,,,,,
2.46,1072704.89,,,,,
4.18,1914746.582,,,,,
3.25,839194.0689,,,,,
6.07,1285157.87,,,,,
3.45,1433614.967,,,,,
4.43,1459342.887,,,,,
6.08,1652845.981,,,,,
4.07,725830.602,,,,,
3.23,1378863.688,,,,,
6.31,1003941.929,,,,,
2.07,729882.6249,,,,,
3.39,1270047.528,,,,,
2.16,1695706.132,,,,,
4.09,714822.5872,,,,,
4.05,1462899.031,,,,,
6.11,1127260.126,,,,,
4.5,1014226.299,,,,,
4.35,852982.5644,,,,,
6.36,830286.7066,,,,,
4.08,1938866.49,,,,,
4.2,1247645.41,,,,,
3.03,813415.1281,,,,,
2.37,679373.4015,,,,,
3.18,814879.2063,,,,,
4.47,1489540.135,,,,,
5.09,1468738.755,,,,,
4.49,1859883.661,,,,,
5.02,1558758.796,,,,,
4.09,2120888.345,,,,,
5.16,790598.827,,,,,
3.36,1137465.336,,,,,
4.08,1369753.282,,,,,
5.37,1433221.122,,,,,
3.16,1373048.099,,,,,
3.42,941950.5795,,,,,
3.14,948279.9394,,,,,
3.28,1365036.084,,,,,
4.42,1289082.363,,,,,
3.46,1398979.249,,,,,
5.33,1559678.613,,,,,
5.23,1485677.064,,,,,
4.06,1553592.98,,,,,
6.3,1179278.094,,,,,
2,1262465.989,,,,,
4.06,1663509.393,,,,,
3.02,930011.5709,,,,,
3.14,1584167.851,,,,,
5.2,2185480.091,,,,,
4.05,1529028.714,,,,,
6.18,998240.8508,,,,,
3.34,513215.9882,,,,,
5.19,1136448.409,,,,,
6.43,1898668.844,,,,,
5.13,1255576.273,,,,,
5.41,1367641.27,,,,,
3.36,1788285.239,,,,,
6.18,1230363.234,,,,,
3.03,1000216.858,,,,,
5.02,587007.8442,,,,,
5.02,1734373.044,,,,,
4.19,762167.2533,,,,,
5.25,1532845.723,,,,,
4.39,1243501.651,,,,,
2.24,1628878.094,,,,,
3.33,1767330.934,,,,,
2.41,1308752.504,,,,,
4.38,1311681.42,,,,,
3.11,1567368.285,,,,,
3.49,1126821.109,,,,,
4.35,1473761.532,,,,,
4.42,1366000.57,,,,,
6.41,1677612.442,,,,,
3.39,1789973.205,,,,,
3.19,1961715.867,,,,,
2.01,673225.1119,,,,,
3.5,1230391.468,,,,,
2.28,1124818.114,,,,,
3.17,1090996.143,,,,,
3.33,1570154.414,,,,,
3.18,685123.1393,,,,,
4.15,845553.3695,,,,,
3.17,974805.9937,,,,,
3.17,1247660.99,,,,,
5.16,1381417.25,,,,,
6.28,1726364.398,,,,,
3.24,961539.0599,,,,,
2.17,1359978.16,,,,,
2.05,1384466.437,,,,,
6.37,1531447.285,,,,,
3.38,1418595.727,,,,,
2.43,1476386.996,,,,,
4.36,1168355.32,,,,,
6.25,1222701.012,,,,,
4.27,987447.7775,,,,,
4.43,982790.871,,,,,
5.06,527749.4039,,,,,
5.33,1391232.527,,,,,
3.08,1094321.883,,,,,
6.32,1610217.177,,,,,
4.5,1768705.125,,,,,
4.4,1236258.08,,,,,
3.5,1329007.203,,,,,
6.37,1704126.876,,,,,
3.2,1321888.268,,,,,
3.22,1113936.638,,,,,
5.08,1043628.37,,,,,
6.13,1663653.71,,,,,
2.29,969678.5673,,,,,
4.21,1183014.509,,,,,
3.43,957814.6031,,,,,
3.43,912891.6806,,,,,
6.33,1479758.318,,,,,
4.28,1431507.623,,,,,
6.36,1747911.496,,,,,
5.09,1563083.336,,,,,
6.14,1425745.297,,,,,
4.29,804453.8698,,,,,
4.16,1060440.596,,,,,
4.06,954737.1411,,,,,
3.4,1152604.142,,,,,
4.19,955943.809,,,,,
3.25,433247.1566,,,,,
5.5,1718876.795,,,,,
2.04,1236874.809,,,,,
4.24,682200.3006,,,,,
4.04,1141916.525,,,,,
4.19,1162735.272,,,,,
6,1681340.635,,,,,
4.13,945981.5296,,,,,
4.45,854045.0138,,,,,
4.42,1372994.29,,,,,
6.05,414571.2229,,,,,
2.37,1240319.692,,,,,
4.48,1640646.67,,,,,
4.48,1537335.897,,,,,
2.38,1337966.927,,,,,
3.2,1085113.451,,,,,
4.21,905328.7691,,,,,
3.39,494742.5436,,,,,
2.34,1237360.718,,,,,
6.04,864899.485,,,,,
3.22,1002192.582,,,,,
4.48,800110.1189,,,,,
5.16,1410331.825,,,,,
2.45,1036382.766,,,,,
3.08,437146.0204,,,,,
3.19,624432.966,,,,,
2.33,1179440.832,,,,,
3.2,1740404.967,,,,,
3.35,706135.1446,,,,,
3.5,870252.411,,,,,
3.17,1106149.686,,,,,
4.44,1192677.55,,,,,
2.5,2026303.098,,,,,
6.15,1311473.323,,,,,
3.07,1123386.531,,,,,
6.43,1205750.232,,,,,
6.38,1582140.06,,,,,
2.33,573434.6642,,,,,
5.5,1735826.005,,,,,
2.3,1052185.176,,,,,
4.49,1151281.847,,,,,
3.08,1531216.894,,,,,
3.06,1103352.601,,,,,
2.2,308199.8912,,,,,
4.38,1423296.118,,,,,
3.32,1315684.457,,,,,
2.2,637951.9056,,,,,
2.06,1027191.029,,,,,
6.25,729678.6262,,,,,
2.24,1676770.331,,,,,
2.16,1569121.917,,,,,
3.31,874969.6969,,,,,
4.15,1172413.197,,,,,
2.39,1538985.189,,,,,
5.07,1286572.979,,,,,
3.46,1646033.41,,,,,
3.04,1147313.02,,,,,
4.02,976483.5805,,,,,
4.03,1073350.044,,,,,
4.09,1084255.678,,,,,
2.29,1432252.081,,,,,
3.37,1676070.943,,,,,
3.5,1580557.01,,,,,
3.45,1549873.88,,,,,
5.15,1989672.524,,,,,
6.41,1286980.807,,,,,
4.35,1752967.605,,,,,
3.42,1529711.14,,,,,
4.4,1710612.03,,,,,
2.28,774009.5476,,,,,
3.42,1536143.592,,,,,
5.5,1662939.097,,,,,
4.22,1443027.263,,,,,
3.06,1282258.093,,,,,
3.06,1245967.799,,,,,
4.09,1025908.914,,,,,
3.17,1380070.45,,,,,
2.14,288708.9121,,,,,
5.46,1247581.212,,,,,
6.12,1767399.29,,,,,
4.5,1588549.501,,,,,
3.26,1685217.105,,,,,
3.18,928950.0032,,,,,
5.05,1565931.192,,,,,
2.2,926882.9195,,,,,
5.09,1770616.93,,,,,
4.36,1279353.925,,,,,
3.16,530764.6725,,,,,
4.09,1874895.602,,,,,
6.17,1422890.021,,,,,
4.01,1245788.303,,,,,
5.25,1248130.521,,,,,
4.17,1535564.552,,,,,
4.26,1709441.806,,,,,
4.11,1433260.228,,,,,
6,1282758.903,,,,,
3.37,1682708.617,,,,,
2.44,624482.7636,,,,,
6.1,1651684.774,,,,,
3.14,768034.5331,,,,,
2.31,1001876.606,,,,,
6.26,1500821.469,,,,,
2.15,1273988.483,,,,,
2.09,1031046.365,,,,,
6.45,1508198.672,,,,,
4,773996.4762,,,,,
6.08,1723706.759,,,,,
3.02,1260826.638,,,,,
4.41,1367142.717,,,,,
5.49,1303091.91,,,,,
4.04,1341870.354,,,,,
4.01,1188416.806,,,,,
6.24,1155077.131,,,,,
4.23,1048969.493,,,,,
2.05,1319478.287,,,,,
4.44,1022408.901,,,,,
4.24,1394970.599,,,,,
4.17,1183343.566,,,,,
4.41,1259919.983,,,,,
2.01,579585.698,,,,,
4.29,1591188.348,,,,,
6.05,1437153.959,,,,,
3.43,851018.9558,,,,,
2.25,1321037.414,,,,,
3.21,1112286.046,,,,,
3.23,1509968.985,,,,,
5.45,959625.5302,,,,,
5.5,1032180.378,,,,,
3.02,1232014.527,,,,,
4.38,1575100.913,,,,,
4.23,1257433.086,,,,,
5.49,2173808.628,,,,,
5.28,1115549.268,,,,,
3.32,1397956.196,,,,,
4.14,1003905.06,,,,,
4.27,1614373.964,,,,,
2.11,1463367.821,,,,,
3.35,966620.5141,,,,,
3.09,1453663.252,,,,,
5.22,1321388.619,,,,,
6.16,910512.6354,,,,,
5.03,1029354.495,,,,,
5.06,1608889.263,,,,,
4.24,1458009.211,,,,,
3.19,2198564.573,,,,,
4.02,1281777.581,,,,,
3.22,1196643.385,,,,,
3,1578493.708,,,,,
2.4,430088.2507,,,,,
5.11,677988.2555,,,,,
5.04,1085534.179,,,,,
4.21,1634781.274,,,,,
3.2,1167449.99,,,,,
4.07,1067727.095,,,,,
4.16,887739.4321,,,,,
6.37,842924.5538,,,,,
4.07,864067.0615,,,,,
2.4,508951.5669,,,,,
3.13,1223777.498,,,,,
5.02,1029037.429,,,,,
6.11,1487997.879,,,,,
6.13,1836419.641,,,,,
3.5,1148066.813,,,,,
4.06,1318681.04,,,,,
4.04,1174481.066,,,,,
3.15,1522954.939,,,,,
3.4,1132146.32,,,,,
3.38,1212461.526,,,,,
5.13,864132.0331,,,,,
3.22,1336377.825,,,,,
4.5,1747244.863,,,,,
4.17,1398353.591,,,,,
4.17,2020158.363,,,,,
3.04,877779.3441,,,,,
3.01,1255202.11,,,,,
2.1,1173413.55,,,,,
5.34,1326680.244,,,,,
6.19,1585521.989,,,,,
3.05,1106336.838,,,,,
6.27,962501.9015,,,,,
5.22,1408074.53,,,,,
2.3,1266209.753,,,,,
6.05,1741052.96,,,,,
3.06,1636559.241,,,,,
5.41,2318285.703,,,,,
5.5,1409892.09,,,,,
3.36,1166198.116,,,,,
2.05,1393995.962,,,,,
5.22,1462608.696,,,,,
6.1,1922281.305,,,,,
2.14,1587406.303,,,,,
3.29,967868.5146,,,,,
4.23,1426545.967,,,,,
3.06,1725429.749,,,,,
6.29,1753820.622,,,,,
2.2,321058.9607,,,,,
3.32,1089601.882,,,,,
3.3,1137523.111,,,,,
4.35,1371670.389,,,,,
2.12,1595620.557,,,,,
6.31,1899948.059,,,,,
3.37,674657.9107,,,,,
6.18,1555490.621,,,,,
3.16,1194191.879,,,,,
4.48,1482107.37,,,,,
4.01,1154917.394,,,,,
3,1050838.704,,,,,
3.24,31140.51762,,,,,
3.15,1748864.715,,,,,
3.42,1287030.932,,,,,
6.08,1237246.145,,,,,
3.44,1259733.644,,,,,
5.28,1028914.315,,,,,
3.33,1388218.529,,,,,
4.26,637189.9594,,,,,
3.35,1717570.53,,,,,
4.09,729688.5926,,,,,
3.39,2049146.63,,,,,
3.47,1340705.119,,,,,
2.43,980983.211,,,,,
2.37,1518169.444,,,,,
3.3,1002840.229,,,,,
3.31,1499920.594,,,,,
5.39,1496577.459,,,,,
6.49,1526915.349,,,,,
4.02,917610.8884,,,,,
2.49,1572990.374,,,,,
3.06,959416.4367,,,,,
2.15,960083.9969,,,,,
3.41,1526025.659,,,,,
3.17,1006885.844,,,,,
3.27,1105105.053,,,,,
2.41,625880.7321,,,,,
4.12,1799827.22,,,,,
4.14,1152798.579,,,,,
4.16,846095.9673,,,,,
3.43,1387864.89,,,,,
4.34,1414286.722,,,,,
2.41,1273308.71,,,,,
3.1,1489648.018,,,,,
3.46,1765988.264,,,,,
2.19,934111.6355,,,,,
5.37,1095879.443,,,,,
6.48,876348.8176,,,,,
3.41,854945.5067,,,,,
2.21,1349743.146,,,,,
3.18,970825.5964,,,,,
3.28,1796009.504,,,,,
4.25,934492.3424,,,,,
3.4,584061.2474,,,,,
5.41,895845.5655,,,,,
4.46,696040.1299,,,,,
2.48,1204137.323,,,,,
4.4,1413729.757,,,,,
3.2,607873.7728,,,,,
2.47,971099.4754,,,,,
2.29,1714055.837,,,,,
3.02,1956438.651,,,,,
3.43,2013015.746,,,,,
5.3,1390497.566,,,,,
4.42,1529452.062,,,,,
3.5,1143215.029,,,,,
6.45,1949577.954,,,,,
4.32,1057799.242,,,,,
2.07,1585873.833,,,,,
4.08,1168993.759,,,,,
4.01,1431915.977,,,,,
6.43,1409439.076,,,,,
3.29,1496724.381,,,,,
4.31,1566567.883,,,,,
4.31,986113.2395,,,,,
4.47,885611.5783,,,,,
3.24,1102259.539,,,,,
2.36,1268125.838,,,,,
4.34,1580691.617,,,,,
4.23,1128644.462,,,,,
4.19,1524689.063,,,,,
5.3,1176420.559,,,,,
5.41,1456273.724,,,,,
4.45,1777516.449,,,,,
3.17,1237902.82,,,,,
4.33,1385783.517,,,,,
4.19,1035125.857,,,,,
4.2,1358899.686,,,,,
6.11,1311145.968,,,,,
5.2,919926.9985,,,,,
4.09,985866.0316,,,,,
3.39,1196204.886,,,,,
5.05,1435981.22,,,,,
3.28,752800.1475,,,,,
4.41,324981.993,,,,,
3.46,1127637.557,,,,,
3.31,239319.9342,,,,,
4.01,529282.0844,,,,,
4.21,1455691.797,,,,,
4.38,1371527.327,,,,,
6.46,1231452.189,,,,,
2.3,1102641.114,,,,,
2.47,758262.6121,,,,,
2.27,476971.4559,,,,,
4.49,1706689.94,,,,,
2.46,1079745.119,,,,,
4.28,766594.3397,,,,,
3.46,905045.2177,,,,,
4.3,1425114.718,,,,,
5.32,1512542.441,,,,,
3.15,1650342.131,,,,,
3.23,1112548.479,,,,,
3.47,942508.9622,,,,,
4.43,1642844.649,,,,,
4.45,1078713.227,,,,,
6.01,1333865.438,,,,,
3.36,684049.9193,,,,,
6.24,1311067.446,,,,,
5.4,1172133.487,,,,,
5.17,1419536.259,,,,,
4.39,1288426.694,,,,,
6.34,1500939.827,,,,,
4.18,1000087.121,,,,,
3.32,1457767.533,,,,,
5.08,747933.4869,,,,,
3.32,1024738.285,,,,,
3.09,1517666.855,,,,,
2.33,953840.6976,,,,,
4.09,1375497.973,,,,,
4.15,1645530.056,,,,,
3.42,1727006.951,,,,,
5,1597330.411,,,,,
4.11,1688279.308,,,,,
4.3,1398310.2,,,,,
3.08,1100093.909,,,,,
5.15,1505560.54,,,,,
2.16,1105990.694,,,,,
5.12,789043.8512,,,,,
2.26,756319.734,,,,,
5.37,1856782.783,,,,,
3.22,1222020.821,,,,,
3.36,1043968.399,,,,,
5.44,1673294.246,,,,,
2.06,1325860.533,,,,,
5.41,1236044.316,,,,,
2.13,1030759.7,,,,,
2.21,1609581.804,,,,,
3.39,1292287.095,,,,,
5.25,1057697.703,,,,,
2.45,768152.791,,,,,
4.36,1513427.551,,,,,
4.36,1429497.617,,,,,
3.01,1376969.929,,,,,
2.43,614700.7371,,,,,
5.39,780608.9935,,,,,
4.37,856548.9441,,,,,
2.23,1656080.089,,,,,
4.27,1249914.079,,,,,
2.13,817460.4216,,,,,
4.38,990893.1601,,,,,
4.1,972079.5876,,,,,
4.29,1349989.647,,,,,
3.48,1303542.283,,,,,
3.4,593766.1848,,,,,
4.1,1243918.811,,,,,
2.32,1395855.656,,,,,
3.44,1112314.303,,,,,
2.34,850010.1816,,,,,
5.13,931787.6179,,,,,
4.45,1011140.799,,,,,
3.42,1190442.123,,,,,
2.23,916140.2212,,,,,
6.5,1222045.091,,,,,
2.34,1232156.012,,,,,
2.14,652752.9727,,,,,
5.15,1219846.919,,,,,
5.06,2050988.497,,,,,
3.35,1359052.846,,,,,
6.22,1308773.078,,,,,
4.14,1573998.902,,,,,
6.36,1182980.604,,,,,
2.07,1029861.623,,,,,
4.32,1085943.076,,,,,
4.27,1713351.394,,,,,
2.2,1297619.348,,,,,
3.36,1096052.868,,,,,
4.03,1920527.53,,,,,
2.34,1035171.06,,,,,
6.28,1218011.061,,,,,
3.42,1106705.011,,,,,
3.14,664978.8738,,,,,
4.03,1316129.309,,,,,
4.37,1398760.047,,,,,
4.17,759799.8758,,,,,
2.47,776906.3269,,,,,
4.42,971928.9869,,,,,
3.45,1180091.498,,,,,
2.24,1201785.667,,,,,
5.34,1591234.773,,,,,
3.28,143027.3645,,,,,
3.45,1091143.399,,,,,
3.29,1249173.691,,,,,
3.29,2002028.632,,,,,
4.3,824540.8964,,,,,
3.05,1511526.921,,,,,
6.31,994257.5352,,,,,
2.03,1345296.554,,,,,
6.02,1166399.672,,,,,
4.39,1820981.219,,,,,
4.16,1023965.403,,,,,
2.22,889385.9016,,,,,
4.06,616738.2083,,,,,
6.19,1784260.849,,,,,
5.38,1050541.314,,,,,
2.11,1389223.607,,,,,
5.17,1423908.258,,,,,
3.05,1069238.5,,,,,
3.21,1007856.266,,,,,
3,924346.1648,,,,,
3.35,1453312.468,,,,,
4.27,782656.0804,,,,,
3.22,803689.1519,,,,,
4.26,1439875.64,,,,,
6.11,1270869.783,,,,,
5.47,1347279.207,,,,,
4.41,2186194.793,,,,,
2.13,1082486.679,,,,,
3.32,1700109.608,,,,,
3.36,1623100.84,,,,,
3.22,943309.4486,,,,,
2.17,1409684.485,,,,,
3.06,1326481.675,,,,,
3.07,404643.6022,,,,,
4.36,1176655.085,,,,,
2.33,633875.9302,,,,,
6,1390251.42,,,,,
3.06,861138.1836,,,,,
3.41,1151233.095,,,,,
2.39,686644.6104,,,,,
6.36,1261681.961,,,,,
6.21,1327811.343,,,,,
3.25,1339096.077,,,,,
6.1,987355.9609,,,,,
5.1,1384478.305,,,,,
3.23,1168919.401,,,,,
4.22,1522099.831,,,,,
3.32,1260374.966,,,,,
3.12,857762.317,,,,,
2.2,1126450.426,,,,,
2.33,1574084.927,,,,,
2.5,469262.8156,,,,,
4.18,1114169.037,,,,,
5.5,1792368.627,,,,,
3.49,1383842.185,,,,,
5.38,691318.2401,,,,,
5.3,1245070.338,,,,,
3.43,2220799.069,,,,,
2.3,854815.1175,,,,,
3.17,2092348.377,,,,,
3.04,781213.0669,,,,,
4.35,726883.8689,,,,,
3.18,1640990.378,,,,,
5.28,1535781.96,,,,,
4.18,1737759.05,,,,,
4.2,1550702.478,,,,,
5.05,1348873.427,,,,,
3.22,955445.8537,,,,,
6.13,1467910.569,,,,,
5.09,1742938.776,,,,,
6.02,1795630.913,,,,,
3.11,1305972.22,,,,,
6.19,1433542.021,,,,,
3.49,921396.9753,,,,,
4.15,1405399.855,,,,,
6.49,1088548.827,,,,,
5.09,738030.6499,,,,,
5.14,2235294.718,,,,,
3.27,1564252.526,,,,,
4.26,1309937.399,,,,,
5.26,1660770.002,,,,,
5.12,1485418.102,,,,,
4.39,886124.7256,,,,,
4.47,1411024.044,,,,,
3.16,671343.9418,,,,,
2,992585.3823,,,,,
6.01,944590.1588,,,,,
4.35,1399909.049,,,,,
4.1,865099.5234,,,,,
4.38,1394423.556,,,,,
3.35,813807.6997,,,,,
2.06,1316180.494,,,,,
3.09,1212205.341,,,,,
5.07,1769484.893,,,,,
4.43,541953.9057,,,,,
4.27,1494101.445,,,,,
3.24,856022.8625,,,,,
6.2,1427842.506,,,,,
5.03,1228138.129,,,,,
2,1168627.651,,,,,
2.28,1389287.474,,,,,
2.36,1243981.946,,,,,
4.4,1584439.713,,,,,
4.05,1622837.353,,,,,
4.06,1031146.755,,,,,
4.42,1098518.134,,,,,
3.26,909781.4668,,,,,
4.07,1431517.439,,,,,
2.15,1636996.074,,,,,
4.1,1658974.567,,,,,
5.19,1168887.459,,,,,
3.38,1720258.777,,,,,
2.09,1129408.87,,,,,
2.35,778836.9229,,,,,
4.41,1276471.581,,,,,
5.3,839426.1222,,,,,
3.46,794075.8615,,,,,
6.33,1372549.782,,,,,
2.19,1084539.387,,,,,
4.01,211017.9705,,,,,
3.02,1186372.179,,,,,
6.45,1140918.805,,,,,
5.12,1471828.129,,,,,
3.39,803259.6126,,,,,
4.33,1124719.49,,,,,
2.13,1396401.022,,,,,
3.39,802274.1289,,,,,
4,1646662.911,,,,,
4.26,1202621.178,,,,,
5.1,1066768,,,,,
3.46,1153135.22,,,,,
4.03,1706110.86,,,,,
2.1,1543913.433,,,,,
2.08,302307.4011,,,,,
6.17,1134055.403,,,,,
4.29,1352756.753,,,,,
3.03,1772390.553,,,,,
3.4,1014450.654,,,,,
4.36,781137.4618,,,,,
4.1,921238.3583,,,,,
4.36,790555.5204,,,,,
3.44,1420648.281,,,,,
4.1,377618.9699,,,,,
4.16,945079.5323,,,,,
4.05,1630952.884,,,,,
3.23,1009972.083,,,,,
6.21,1372806.616,,,,,
4.12,560598.5384,,,,,
5.4,1484653.884,,,,,
4.38,940138.9614,,,,,
2.42,1354077.498,,,,,
5.44,1400961.279,,,,,
2.28,1426832.049,,,,,
4.32,1031737.385,,,,,
6.36,1244248.525,,,,,
2.07,1070868.067,,,,,
4.42,493350.0312,,,,,
3.24,1228323.225,,,,,
3.35,1427026.945,,,,,
6.06,1504664.281,,,,,
4.09,689155.5684,,,,,
5.26,1481171.234,,,,,
5.36,1092649.709,,,,,
6.15,962581.6883,,,,,
3.28,688479.2926,,,,,
4.01,1363106.125,,,,,
2.36,826328.1084,,,,,
4.14,1434575.11,,,,,
3.44,1509422.58,,,,,
6.26,395440.2022,,,,,
6.49,1765809.432,,,,,
2.33,1135676.183,,,,,
3.03,1006227.535,,,,,
3.15,576387.1752,,,,,
3.09,1044615.522,,,,,
4.02,1765352.366,,,,,
3.31,1049632.181,,,,,
4.35,1456969.577,,,,,
4.45,1331374.948,,,,,
5.26,1779874.754,,,,,
6.13,1601152.932,,,,,
5.19,1702528.794,,,,,
4.36,1123765.346,,,,,
3.49,1042144.231,,,,,
4.3,869026.582,,,,,
6.08,1352993.625,,,,,
3.44,945931.1936,,,,,
5.26,1653381.313,,,,,
2.26,1258957.62,,,,,
4.1,724121.6734,,,,,
5.17,1067871.687,,,,,
3.29,842235.8034,,,,,
6.2,954154.2069,,,,,
2.04,1356691.387,,,,,
4.18,1202992.884,,,,,
6,1502447.917,,,,,
4.14,1947338.44,,,,,
5.48,1153516.919,,,,,
3.22,414165.2204,,,,,
4.18,723089.9525,,,,,
5.41,1193482.503,,,,,
3.19,1380602.556,,,,,
2.43,151527.0826,,,,,
2.2,1114729.725,,,,,
3.01,984421.2253,,,,,
2.44,875904.5286,,,,,
4.31,788427.8399,,,,,
4.4,1444701.328,,,,,
4.03,1450393.53,,,,,
3.43,921321.015,,,,,
6.28,1160146.171,,,,,
6.34,1222689.523,,,,,
3.2,2004396.372,,,,,
2.24,454055.6559,,,,,
2.31,1698198.751,,,,,
4.05,1193106.94,,,,,
4.42,1275403.464,,,,,
2.37,810751.725,,,,,
3.5,642862.7138,,,,,
4.13,1086825.754,,,,,
3.42,773360.698,,,,,
5.36,1500962.615,,,,,
4.35,768301.802,,,,,
4.39,1781211.414,,,,,
5.02,1420469.727,,,,,
3.25,1380215.515,,,,,
4.05,1090805.374,,,,,
3.39,886815.9436,,,,,
3.34,1007224.929,,,,,
3.44,1077754.226,,,,,
6.09,1253648.324,,,,,
3.46,1102943.351,,,,,
2.16,744132.7042,,,,,
6.18,1845630.071,,,,,
3.13,873588.1297,,,,,
3.15,755678.3301,,,,,
2.38,1101826.315,,,,,
4.03,1618994.276,,,,,
3.18,1127873.577,,,,,
6.38,749847.1904,,,,,
3.4,984672.2998,,,,,
2.26,534077.4555,,,,,
5.06,1242114.101,,,,,
3.39,1273631.267,,,,,
6.45,1095597.944,,,,,
6.35,1364738.296,,,,,
3.2,1037147.467,,,,,
4.17,1228517.207,,,,,
2.15,759360.6548,,,,,
3.24,1140579.618,,,,,
3.39,810741.5185,,,,,
3.21,642855.1696,,,,,
4.17,1562950.322,,,,,
3.3,1599851.895,,,,,
2.05,1332669.235,,,,,
5.01,665160.0759,,,,,
3.38,1591383.735,,,,,
4.12,1144507.423,,,,,
5.38,1619721.716,,,,,
4.32,1251688.616,,,,,
6.24,1882806.934,,,,,
6.41,1016163.177,,,,,
4.26,1721005.42,,,,,
5.08,890138.2114,,,,,
3.29,1272719.632,,,,,
4.15,1582605.535,,,,,
3.2,1170204.339,,,,,
3.21,1166750.313,,,,,
4.15,319495.6676,,,,,
3.3,704698.3621,,,,,
2,945614.5659,,,,,
4.12,2054897.009,,,,,
6.02,1280230.625,,,,,
4.42,850114.5963,,,,,
3.5,1637649.905,,,,,
3.22,1742431.663,,,,,
3.02,942093.9245,,,,,
3.4,1388782.887,,,,,
3.02,996506.0709,,,,,
4.27,790802.801,,,,,
2.11,718650.6438,,,,,
6.46,1517141.623,,,,,
3.15,496359.9708,,,,,
3.02,820611.4709,,,,,
4.41,1122320.933,,,,,
2.02,846939.4288,,,,,
5.16,1540762.269,,,,,
4,963531.9152,,,,,
2.36,1590804.044,,,,,
2.28,1283415.266,,,,,
3.34,1447920.68,,,,,
5.35,742858.6356,,,,,
4.36,1400609.034,,,,,
3.04,1638577.417,,,,,
5.46,1235475.55,,,,,
4.07,1249417.897,,,,,
2.35,1499356.12,,,,,
4.04,1005843.917,,,,,
4.38,623721.613,,,,,
4.3,922514.088,,,,,
4.27,1638606.834,,,,,
5.02,1249223.831,,,,,
5.35,1928301.782,,,,,
4.38,1487729.592,,,,,
3.17,896303.7992,,,,,
3.39,1903813.793,,,,,
4.02,1069851.162,,,,,
3.01,829868.2304,,,,,
4.47,1181338.161,,,,,
2.12,1401767.904,,,,,
3.13,1235501.486,,,,,
4.13,1522083.944,,,,,
4.17,656971.5307,,,,,
4.4,1660678.035,,,,,
4.45,606191.8669,,,,,
4.04,1011331.164,,,,,
6.29,1529830.368,,,,,
4.23,1489520.019,,,,,
6.3,1468267.23,,,,,
3.15,978312.7484,,,,,
2.29,1181637.949,,,,,
3.09,1015233.032,,,,,
3.24,1139615.72,,,,,
6.11,984349.6142,,,,,
5.11,1765281.093,,,,,
2.42,1327975.249,,,,,
4.22,804170.2016,,,,,
6.26,1467271.556,,,,,
4.25,1478823.647,,,,,
4.06,1367312.132,,,,,
4.19,1162469.887,,,,,
3.49,1473278.441,,,,,
4.19,897479.9502,,,,,
2.13,1568578.512,,,,,
4,1421518.602,,,,,
2.44,1199144.788,,,,,
4.34,1596180.568,,,,,
4.08,1264972.442,,,,,
6,1135465.473,,,,,
3.19,1359838.999,,,,,
4.06,88591.77016,,,,,
5.17,1822448.617,,,,,
4,1720734.403,,,,,
6.37,1224397.427,,,,,
4.31,1209571.072,,,,,
3.3,1698820.102,,,,,
4.19,1860358.468,,,,,
4.48,1168444.882,,,,,
3.32,764756.0935,,,,,
4.13,977242.2697,,,,,
3.09,1079158.653,,,,,
6.29,1383395.287,,,,,
4.11,992053.0502,,,,,
5.11,1574919.906,,,,,
3.08,1174311.556,,,,,
3.08,795082.8102,,,,,
4.03,1170573.77,,,,,
4.24,1998368.741,,,,,
3.39,842086.6733,,,,,
5.07,849656.9232,,,,,
3.36,908616.4826,,,,,
6.04,1524257.706,,,,,
4.01,685880.3213,,,,,
2.04,771310.0004,,,,,
4.05,1308243.922,,,,,
6.4,1312063.756,,,,,
2.23,1467849.818,,,,,
3.39,902350.4197,,,,,
3.13,926880.8506,,,,,
4.31,1323326.403,,,,,
3.09,1504026.27,,,,,
3.17,1003266.876,,,,,
2.34,592397.7261,,,,,
3,1339142.805,,,,,
3.11,1212939.954,,,,,
4.13,753930.5825,,,,,
4.46,1538401.817,,,,,
2.36,1295728.088,,,,,
3.43,1472887.247,,,,,
2.44,831762.7909,,,,,
4.15,1610577.497,,,,,
4.38,881446.1155,,,,,
4.38,1666462.622,,,,,
4.17,1085218.859,,,,,
3.5,1712929.654,,,,,
6.1,1444403.664,,,,,
3.44,1884674.241,,,,,
4.12,1014548.233,,,,,
6.37,1084013.785,,,,,
2.15,1279777.379,,,,,
3.39,1967384.778,,,,,
3.41,1002974.215,,,,,
4.22,979568.6285,,,,,
4.3,565937.2006,,,,,
3.15,1092130.981,,,,,
2,1869113.611,,,,,
4.23,1817829.53,,,,,
6.34,1392207.648,,,,,
4.46,1389773.873,,,,,
6.28,956009.1436,,,,,
3.07,945833.1891,,,,,
4.25,1383766.082,,,,,
4.35,1400268.142,,,,,
3.28,1144937.614,,,,,
4.18,1118165.866,,,,,
2.34,1047012.271,,,,,
6.13,1096069.287,,,,,
4.08,1386473.365,,,,,
3.02,945831.1863,,,,,
4.12,1311379.596,,,,,
6.41,885661.5908,,,,,
3.31,1507331.288,,,,,
4.46,1643291.722,,,,,
2.04,987746.924,,,,,
